iter	Passed	Remaining
1620	29573	98134
1621	29590	98111
1622	29607	98089
1623	29624	98065
1624	29642	98047
1625	29659	98026
1626	29678	98009
1627	29695	97986
1628	29713	97969
1629	29730	97947
1630	29747	97922
1631	29764	97901
1632	29780	97877
1633	29799	97859
1634	29818	97843
1635	29839	97834
1636	29863	97835
1637	29880	97814
1638	29896	97789
1639	29913	97765
1640	29930	97742
1641	29946	97717
1642	29962	97692
1643	29978	97668
1644	29996	97647
1645	30013	97625
1646	30029	97600
1647	30048	97584
1648	30066	97566
1649	30083	97543
1650	30102	97526
1651	30120	97509
1652	30137	97488
1653	30155	97467
1654	30173	97447
1655	30190	97427
1656	30210	97413
1657	30227	97392
1658	30245	97371
1659	30262	97350
1660	30279	97328
1661	30295	97304
1662	30313	97285
1663	30333	97270
1664	30349	97247
1665	30367	97227
1666	30384	97205
1667	30402	97185
